timestep,timestamp,id,callsign,lat,long,alt,cas,tas,mach,vs,heading,bank_angle,mass,fuel_consumed,thrust,drag,esf,accel,ap_track_angle,ap_heading,ap_nav_index,ap_dist_to_next_fix,trans_alt,flight_phase,configuration,speed_mode,vertical_mode,ap_speed_mode,ap_lateral_mode
0,2022-04-20T08:51:26,2,FOLLOW,21.898075833222883,113.50031118347702,20000.0,310.0,423.08004018701376,0.6555393126204205,0.0,175.0,0.0,67999.3066110807,0.693388919305866,59857.137165338136,59857.137165338136,0.8147166116312302,0.0,0.0,175.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
1,2022-04-20T08:51:27,2,FOLLOW,21.896151666445768,113.50062236695403,20000.0,309.9999999999997,423.08004018701376,0.6719151601600988,0.0,175.0,0.0,67998.14424115779,1.8557588422140492,100342.15138890527,62055.64440559702,0.0,0.5630426086884445,0.0,175.0,0,0.0,18688.67396337874,CRUISE,CLEAN,MACH,LEVEL,ACCELERATE,HEADING
2,2022-04-20T08:51:28,2,FOLLOW,21.894234220410297,113.50093296244238,20000.0,308.875886838319,421.622814809315,0.6696008656294161,-0.0,175.0,0.0,67998.01601997526,1.983980024742615,11079.780356362922,62055.37111188528,0.0,-0.7496614992129146,0.0,175.0,0,0.0,20000.00139851324,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,HEADING
3,2022-04-20T08:51:29,2,FOLLOW,21.892323453407663,113.50124297359103,20000.0,307.7592839761062,420.1746329473871,0.6673009335710091,-0.0,175.0,0.0,67997.88792570456,2.112074295443292,11079.780356362922,61738.92194155164,0.0,-0.7450091127703928,0.0,175.0,0,0.0,20000.001397997785,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,HEADING
4,2022-04-20T08:51:30,2,FOLLOW,21.890419324230635,113.50155240400522,20000.0,306.6500965655328,418.7353858470928,0.6650151912668418,-0.0,175.0,0.0,67997.7599575627,2.2400424373164483,11079.780356362922,61426.27840147336,0.0,-0.7404126742895267,0.0,175.0,0,0.0,20000.001397487576,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,HEADING
5,2022-04-20T08:51:31,2,FOLLOW,21.888521792166983,113.50186125724676,20000.0,305.5482311087716,417.3049661788632,0.6627434682613089,-0.0,175.0,0.0,67997.63211477606,2.367885223956595,11079.780356362922,61117.39063489866,0.0,-0.7358714509090319,0.0,175.0,0,0.0,20000.001396982618,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,HEADING
6,2022-04-20T08:51:32,2,FOLLOW,21.88663081699304,113.5021695368348,20000.0,304.45359543203784,415.883268011738,0.6604855963200068,-0.0,175.0,0.0,67997.50439658035,2.4956034196749526,11079.780356362922,60812.20969361722,0.0,-0.7313847231225471,0.0,175.0,0,0.0,20000.001396482632,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,HEADING
7,2022-04-20T08:51:33,2,FOLLOW,21.884746358967345,113.50247724624624,20000.0,303.36609866018034,414.4701867879226,0.6582414093893272,-0.0,175.0,0.0,67997.3768022204,2.6231977796197903,11079.780356362922,60510.68751985449,0.0,-0.7269517845125135,0.0,175.0,0,0.0,20000.001395987638,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,HEADING
8,2022-04-20T08:51:34,2,FOLLOW,21.882868378824465,113.50278438891635,20000.0,302.2856511918242,413.06561929785033,0.6560107435568515,-0.0,175.0,0.0,67997.24933095013,2.7506690498945776,11079.780356362922,60212.776928618325,0.0,-0.7225719414907047,0.0,175.0,0,0.0,20000.001395497515,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,HEADING
9,2022-04-20T08:51:35,2,FOLLOW,21.8809917677232,113.50309141181086,20000.0,302.0573717991903,412.7687767329608,0.6555393126204218,-0.0,175.0,0.0,67997.12188569373,2.8781143062870647,11079.780356362922,59918.43159048596,0.0,-0.7182445130452252,0.0,175.0,0,0.0,20000.001395012223,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,HEADING
