timestep,timestamp,id,callsign,lat,long,alt,cas,tas,mach,vs,heading,bank_angle,mass,fuel_consumed,thrust,drag,esf,accel,ap_track_angle,ap_heading,ap_nav_index,ap_dist_to_next_fix,trans_alt,flight_phase,configuration,speed_mode,vertical_mode,ap_speed_mode,ap_lateral_mode
0,2022-04-20T08:51:26,0,FULL,22.307245670765404,113.93188279226602,-1700.4709868167809,205.0,207.69934686611543,0.0014921171720292,-102028.25920900684,252.59096380795248,-15.0,63271.45246466177,1.5475353382252477,149226.0,691279057.3547317,0.9999986967229064,0.0,250.76817579165143,250.76817579165143,0,13.262718666524645,0.0015324676699008,TAKEOFF,TAKEOFF,CAS,LEVEL,CONSTANT_CAS,LNAV
1,2022-04-20T08:51:27,0,FULL,22.307277488290705,113.93184568087592,-1681.881857051618,1.0310182730270858,1.0131675456318303,0.0015117647042479,1115.3477859097727,250.7438857531421,-15.0,63270.05451258978,2.9454874102224253,161527.47507787088,41677.76627298333,0.3,1.3665773689518947,250.7438857531421,250.7438857531421,0,13.161108833836964,-967606.932613394,TAKEOFF,TAKEOFF,MACH,CLIMB,ACCELERATE,LNAV
2,2022-04-20T08:51:28,0,FULL,22.307309304267324,113.93180857002712,-3279.9461978746976,1.0306760121011336,1.0131675456318303,0.0015117647042479,-95883.8604493848,250.72384627574772,-15.0,63268.6569802376,4.343019762396801,161478.97821980578,633878565.0034162,1.0000002999521185,0.0,250.72384627574772,250.72384627574772,0,13.158672241957618,-1700.4694206105669,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
3,2022-04-20T08:51:29,0,FULL,22.30704261471255,113.93091888487936,-3737.798346247586,205.0,196.1304626551278,0.2926496334670194,-27471.12890237328,250.70380017002003,-15.0,63266.95515055823,6.044849441772051,165638.30372702147,598862230.5085633,0.3,-6826.930956166778,250.70380017002003,250.70380017002003,0,13.156237255697755,-1681.880293101461,TAKEOFF,TAKEOFF,CAS,CLIMB,ACCELERATE,LNAV
4,2022-04-20T08:51:30,0,FULL,22.30677813749649,113.93003600555126,-3678.433677312056,205.0,194.58508089562463,0.2926496334670194,3561.8801361318237,250.6935641922485,-15.0,63265.24325521753,7.75674478246744,166826.299547097,41224.4848435518,0.9548345371795026,0.0,250.6935641922485,250.6935641922485,0,13.060054787307957,-3279.9445876262166,TAKEOFF,TAKEOFF,CAS,CLIMB,CONSTANT_CAS,LNAV
5,2022-04-20T08:51:31,0,FULL,22.30651320074006,113.9291523088496,-3619.552114269754,205.0,194.78452575330152,0.2903437427891369,3532.893782538095,250.6831787260807,-15.0,63263.53266359853,9.467336401468184,166672.35734375098,41055.09215121978,0.9548304021544882,0.0,250.6831787260807,250.6831787260807,0,12.964614662291382,-3279.9445876262166,TAKEOFF,TAKEOFF,CAS,CLIMB,CONSTANT_CAS,LNAV
6,2022-04-20T08:51:32,0,FULL,22.306248108822327,113.9282686665517,-3601.062349893995,204.792302396802,194.78452575330152,0.2906413378883677,1109.385862545551,250.67273192110144,-15.0,63261.82363934008,11.176360659922477,166519.64077821714,41053.98388882803,0.3,1.4308133113232309,250.67273192110144,250.67273192110144,0,12.869078533978607,-3737.796731041767,TAKEOFF,TAKEOFF,MACH,CLIMB,ACCELERATE,LNAV
7,2022-04-20T08:51:33,0,FULL,22.305982860674213,113.92738507906448,-3538.756771945609,204.72710648379623,194.78452575330152,0.2906413378883677,3738.334676903141,250.66221246122592,-15.0,63260.11510731544,12.884892684562743,166471.67972822906,41047.23300846048,1.0113587882935229,0.0,250.66221246122592,250.66221246122592,0,12.773542231037595,-3619.550500419981,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
8,2022-04-20T08:51:34,0,FULL,22.305717455210896,113.92650154680112,-3476.546417626508,204.5074998428352,194.78452575330152,0.2906413378883677,3732.62125914608,250.6516192724382,-15.0,63258.40823418891,14.591765811096405,166310.0441543437,41026.65465838264,1.0113539859867011,0.0,250.6516192724382,250.6516192724382,0,12.67800575301637,-3601.060736268035,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
9,2022-04-20T08:51:35,0,FULL,22.305451891331472,113.92561807018106,-3414.4311918831386,204.2883614973288,194.78452575330152,0.2906413378883677,3726.91354460216,250.6409512565692,-15.0,63256.70301773496,16.296982265044964,166148.62542526846,41006.29307620652,1.011349191064902,0.0,250.6409512565692,250.6409512565692,0,12.582469099452302,-3538.755159074576,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
10,2022-04-20T08:51:36,0,FULL,22.305186167918585,113.92473464963028,-3352.4109995074414,204.0696905127693,194.78452575330152,0.2906413378883677,3721.211542541819,250.63020729055447,-15.0,63254.99945572919,18.000544270819557,165987.42343281442,40986.14750758767,1.0113444035205892,0.0,250.63020729055447,250.63020729055447,0,12.486932269877732,-3476.544805508728,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
11,2022-04-20T08:51:37,0,FULL,22.30492028383805,113.92385128558136,-3290.485745138759,203.8514859556784,194.78452575330152,0.2906413378883677,3715.515262120945,250.6193862256918,-15.0,63253.29754594829,19.702454051712778,165826.438067996,40966.21720037957,1.0113396233462164,0.0,250.6193862256918,250.6193862256918,0,12.391395263814866,-3414.4295805173992,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
12,2022-04-20T08:51:38,0,FULL,22.304654237938472,113.9229679784737,-3228.6553332657327,203.63374689360973,194.78452575330152,0.2906413378883677,3709.82471238158,250.6084868868387,-15.0,63251.59728617012,21.402713829890555,165665.6692210357,40946.501404626375,1.011334850534225,0.0,250.6084868868387,250.6084868868387,0,12.295858080777966,-3352.4093888922603,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
13,2022-04-20T08:51:39,0,FULL,22.30438802905084,113.9220847287536,-3166.919668228188,203.41647239516345,194.78452575330152,0.2906413378883677,3704.139902252683,250.5975080715888,-15.0,63249.89867417362,23.10132582638408,165505.11678136993,40926.99937255621,1.011330085077046,0.0,250.5975080715888,250.5975080715888,0,12.200320720272254,-3290.484135272969,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
14,2022-04-20T08:51:40,0,FULL,22.304121655988123,113.92120153687448,-3105.2786542190074,203.1996615299846,194.78452575330152,0.2906413378883677,3698.4608405508416,250.58644854944063,-15.0,63248.201707738925,24.798292261081784,165344.78063765378,40907.71035857395,1.0113253269670996,0.0,250.58644854944063,250.58644854944063,0,12.104783181794703,-3228.6537241477863,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
15,2022-04-20T08:51:41,0,FULL,22.303855117544856,113.92031840329712,-3043.7321952859907,202.9833133687804,194.78452575330152,0.2906413378883677,3692.787535981006,250.57530706088653,-15.0,63246.50638464728,26.493615352721392,165184.66067776651,40888.63361925439,1.011320576196795,0.0,250.57530706088653,250.57530706088653,0,12.009245464830938,-3166.9180598567737,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
16,2022-04-20T08:51:42,0,FULL,22.30358841249668,113.91943532848968,-2982.280195333704,202.7674269833136,194.78452575330152,0.2906413378883677,3687.119997137205,250.56408231650505,-15.0,63244.81270268112,28.187297318881992,165024.75678881674,40869.768413335165,1.0113158327585303,0.0,250.56408231650505,250.56408231650505,0,11.913707568860923,-3105.277046593116,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
17,2022-04-20T08:51:43,0,FULL,22.30332153959991,113.918552312928,-2920.9225581253163,202.5520014464232,194.78452575330152,0.2906413378883677,3681.458232503264,250.55277299599885,-15.0,63243.12065962402,29.87934037597619,164865.06885714742,40851.114001709866,1.0113110966446943,0.0,250.55277299599885,250.55277299599885,0,11.818169493352128,-3043.7305884037023,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
18,2022-04-20T08:51:44,0,FULL,22.303054497591063,113.91766935709568,-2859.659187284424,202.33703583202168,194.78452575330152,0.2906413378883677,3675.8022504535215,250.54137774719703,-15.0,63241.430253260754,31.569746739242305,164705.596768341,40832.6696474211,1.011306367847665,0.0,250.54137774719703,250.54137774719703,0,11.722631237762432,-2982.278589193748,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
