timestep,timestamp,id,callsign,lat,long,alt,cas,tas,mach,vs,heading,bank_angle,mass,fuel_consumed,thrust,drag,esf,accel,ap_track_angle,ap_heading,ap_nav_index,ap_dist_to_next_fix,trans_alt,flight_phase,configuration,speed_mode,vertical_mode,ap_speed_mode,ap_lateral_mode
0,2022-04-20T08:51:26,1,HEAD,22.386211735573067,113.428421701449,20000.0,250.0,344.2956361705643,0.5335966760244687,0.0,173.16847571637462,-30.0,67999.44103976521,0.5589602347954586,50995.73773095288,50995.73773095288,0.8642563074124171,0.0,163.8538064176298,163.8538064176298,0,46.42752374263856,20000.001373520863,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,LNAV
1,2022-04-20T08:51:27,1,HEAD,22.384652339491264,113.42877788843796,20000.0,250.0000000000004,344.2956361705643,0.5468599491214221,0.0,171.33695143274923,-30.0,67998.34053253937,1.6594674606348243,100402.80929905389,51901.6002062552,0.0,0.7132589378850305,163.83132620080073,163.83132620080073,0,46.25149589601766,18737.477042956685,CRUISE,CLEAN,MACH,LEVEL,ACCELERATE,LNAV
2,2022-04-20T08:51:28,1,HEAD,22.38310676453242,113.4291835015711,20000.0,249.1217221524765,343.12888361230193,0.5450067445564576,-0.0,169.49919935617052,-30.0,67998.219116842,1.7808831580104691,11086.47820280153,51901.07937791108,0.0,-0.60022937112088,163.8151569781595,163.8151569781595,0,46.074761476239125,20000.001373520863,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,LNAV
3,2022-04-20T08:51:29,1,HEAD,22.381576574106838,113.42963807482708,20000.0,248.2465986940721,341.9659237537895,0.5431595641038385,-0.0,167.65519744080234,-30.0,67998.09780312255,1.9021968774598172,11086.47820280153,51768.33291002014,0.0,-0.5982782378067075,163.80550907339375,163.80550907339375,0,45.89808889498845,20000.001373193463,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,LNAV
4,2022-04-20T08:51:30,1,HEAD,22.380063321567576,113.430141090835,20000.0,247.37457506048045,340.8066889322118,0.5413183002917298,-0.0,165.80492325643013,-30.0,67997.9765910544,2.023408945624876,11086.47820280153,51637.95390617077,0.0,-0.596361913252036,163.80246103674335,163.80246103674335,0,45.7216557505044,20000.00137286832,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,LNAV
5,2022-04-20T08:51:31,1,HEAD,22.378568548473016,113.43069198085888,20000.0,246.50559701704677,339.65111180302205,0.539482846153817,-0.0,163.94835398143144,-30.0,67997.85548031678,2.144519683242325,11086.47820280153,51509.93121948608,0.0,-0.5944802337251096,163.8060857357891,163.8060857357891,0,45.54564186143585,20000.0013725456,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,LNAV
6,2022-04-20T08:51:32,1,HEAD,22.377079902273245,113.4312448621798,20000.0,245.63961064634245,338.4991253253032,0.5376530952060535,-0.0,163.81644990702023,-30.0,67997.73447059485,2.2655294051701445,11086.47820280153,51384.25421531722,0.0,-0.5926330430256086,163.81644990702023,163.81644990702023,0,45.37022911533592,20000.001372224768,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,LNAV
7,2022-04-20T08:51:33,1,HEAD,22.37559627928717,113.4317959753089,20000.0,244.7765623357873,337.3506627471138,0.5358289414233859,-0.0,163.82738505850762,30.0,67997.61356157961,2.386438420412952,11086.47820280153,51260.91277169897,0.0,-0.5908201924914218,163.82738505850762,163.82738505850762,0,45.195414954132175,20000.001371906223,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,LNAV
8,2022-04-20T08:51:34,1,HEAD,22.37411766430862,113.43234532507496,20000.0,243.91639876528728,336.2056575908141,0.5340102792164457,-0.0,163.8383799974415,30.0,67997.49275296787,2.507247032146056,11086.47820280153,51139.897280099605,0.0,-0.5890415410097463,163.8383799974415,163.8383799974415,0,45.021189339315086,20000.00137159008,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,LNAV
9,2022-04-20T08:51:35,1,HEAD,22.372640123736502,113.4328940510404,20000.0,243.7208187898852,335.9452586087108,0.5335966760244676,-0.0,163.8494349992966,30.0,67997.37196719006,2.6280328099455463,11086.47820280153,51021.19864646922,0.0,-0.5872969550325762,163.8494349992966,163.8494349992966,0,44.84755051850326,20000.001371275983,CRUISE,CLEAN,CAS,LEVEL,DECELERATE,LNAV
10,2022-04-20T08:51:36,1,HEAD,22.37116249934741,113.433442487469,20000.0,243.7208187898852,335.9452586087108,0.5335966760244676,0.0,163.8605391849375,30.0,67996.81638930987,3.183610690132176,50994.431388044846,50994.431388044846,0.8694590010561768,0.0,163.8605391849375,163.8605391849375,0,44.67404577174316,20000.00137120453,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,LNAV
11,2022-04-20T08:51:37,1,HEAD,22.3696847908488,113.43399063313888,20000.0,243.7208187898852,335.9452586087108,0.5335966760244676,0.0,163.8716896065747,30.0,67996.26081443841,3.739185561587662,50994.15522778119,50994.15522778119,0.8694590010561768,0.0,163.8716896065747,163.8716896065747,0,44.50054183499766,20000.00137120453,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,LNAV
