timestep,timestamp,id,callsign,lat,long,alt,cas,tas,mach,vs,heading,bank_angle,mass,fuel_consumed,thrust,drag,esf,accel,ap_track_angle,ap_heading,ap_nav_index,ap_dist_to_next_fix,trans_alt,flight_phase,configuration,speed_mode,vertical_mode,ap_speed_mode,ap_lateral_mode
0,2022-03-29T07:42:38,1,FOLLOW,21.898096305245744,113.5001665517098,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,175.0,0.0,67999.28620261098,0.7137973890211554,62055.80743581099,62055.80743581099,0.816642871082602,0.0,0.0,175.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
1,2022-03-29T07:42:39,1,FOLLOW,21.89619261049149,113.50033310341962,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,175.0,0.0,67998.5724071524,1.4275928475920534,62055.63960716481,62055.63960716481,0.816642871082602,0.0,0.0,175.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
2,2022-03-29T07:42:40,1,FOLLOW,21.894288915737235,113.50049965512945,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,175.0,0.0,67997.85861362425,2.1413863757381786,62055.47178073422,62055.47178073422,0.816642871082602,0.0,0.0,175.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
3,2022-03-29T07:42:41,1,FOLLOW,21.89238522098298,113.50066620683924,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,175.0,0.0,67997.1448220265,2.855177973485016,62055.30395651921,62055.30395651921,0.816642871082602,0.0,0.0,175.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
4,2022-03-29T07:42:42,1,FOLLOW,21.89048152622873,113.50083275854904,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,175.0,0.0,67996.43103235913,3.568967640858049,62055.13613451974,62055.13613451974,0.816642871082602,0.0,0.0,175.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
5,2022-03-29T07:42:43,1,FOLLOW,21.88857783147447,113.50099931025886,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,175.0,0.0,67995.71724462211,4.282755377882763,62054.968314735794,62054.968314735794,0.816642871082602,0.0,0.0,175.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
6,2022-03-29T07:42:44,1,FOLLOW,21.886674136720217,113.50116586196869,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,175.0,0.0,67995.00345881541,4.9965411845846415,62054.80049716737,62054.80049716737,0.816642871082602,0.0,0.0,175.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
7,2022-03-29T07:42:45,1,FOLLOW,21.88477044196596,113.50133241367848,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,175.0,0.0,67994.289674939,5.7103250609891685,62054.63268181445,62054.63268181445,0.816642871082602,0.0,0.0,175.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
8,2022-03-29T07:42:46,1,FOLLOW,21.882866747211708,113.5014989653883,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,175.0,0.0,67993.57589299287,6.424107007121826,62054.46486867697,62054.46486867697,0.816642871082602,0.0,0.0,175.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
9,2022-03-29T07:42:47,1,FOLLOW,21.880963052457453,113.5016655170981,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,175.0,0.0,67992.86211297699,7.137887023008099,62054.29705775496,62054.29705775496,0.816642871082602,0.0,0.0,175.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
10,2022-03-29T07:42:48,1,FOLLOW,21.879055594063523,113.50178125674064,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,176.52769747601477,30.0,67992.1176903996,7.882309600406824,64718.28676380363,64718.28676380363,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
11,2022-03-29T07:42:49,1,FOLLOW,21.87714572802715,113.50184610203743,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,178.05539495202953,30.0,67991.37327050629,8.62672949372067,64718.05341599797,64718.05341599797,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
12,2022-03-29T07:42:50,1,FOLLOW,21.875234812057126,113.50186000689057,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,179.5830924280443,30.0,67990.62885329702,9.371146702988703,64717.820071588496,64717.820071588496,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
13,2022-03-29T07:42:51,1,FOLLOW,21.87332420460865,113.5018229614151,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,181.11078990405903,30.0,67989.88443877175,10.115561228249984,64717.58673057514,64717.58673057514,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
14,2022-03-29T07:42:52,1,FOLLOW,21.871415263917587,113.50173499194642,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,182.63848738007383,30.0,67989.14002693046,10.859973069543578,64717.3533929579,64717.3533929579,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
15,2022-03-29T07:42:53,1,FOLLOW,21.869509347034917,113.50159616102133,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,184.1661848560886,30.0,67988.39561777309,11.604382226908548,64717.12005873669,64717.12005873669,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
16,2022-03-29T07:42:54,1,FOLLOW,21.86760780886201,113.50140656733365,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,185.69388233210336,30.0,67987.65121129961,12.348788700383956,64716.886727911486,64716.886727911486,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
17,2022-03-29T07:42:55,1,FOLLOW,21.865712001187468,113.501166345664,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,187.2215798081181,30.0,67986.90680751,13.093192490008866,64716.65340048229,64716.65340048229,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
18,2022-03-29T07:42:56,1,FOLLOW,21.863823271726105,113.50087566678414,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,188.7492772841329,30.0,67986.16240640418,13.837593595822336,64716.42007644902,64716.42007644902,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
19,2022-03-29T07:42:57,1,FOLLOW,21.8619429631609,113.5005347373354,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,190.27697476014765,30.0,67985.41800798214,14.581992017863431,64716.18675581164,64716.18675581164,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
20,2022-03-29T07:42:58,1,FOLLOW,21.86007241218848,113.5001437996818,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,191.8046722361624,30.0,67984.67361224383,15.326387756171217,64715.953438570126,64715.953438570126,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
21,2022-03-29T07:42:59,1,FOLLOW,21.858212948568863,113.49970313173792,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,193.3323697121772,30.0,67983.92921918922,16.07078081078474,64715.72012472442,64715.72012472442,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
22,2022-03-29T07:43:00,1,FOLLOW,21.856365894180183,113.49921304677112,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,194.86006718819195,30.0,67983.18482881825,16.81517118174307,64715.48681427448,64715.48681427448,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
23,2022-03-29T07:43:01,1,FOLLOW,21.85453256207893,113.49867389317896,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,196.3877646642067,30.0,67982.44044113091,17.55955886908527,64715.2535072203,64715.2535072203,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
24,2022-03-29T07:43:02,1,FOLLOW,21.852714255566525,113.49808605424154,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,197.91546214022148,30.0,67981.69605612714,18.30394387285039,64715.020203561806,64715.020203561806,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
25,2022-03-29T07:43:03,1,FOLLOW,21.850912267262824,113.4974499478489,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,199.44315961623624,30.0,67980.9516738069,19.048326193077493,64714.78690329897,64714.78690329897,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
26,2022-03-29T07:43:04,1,FOLLOW,21.849127878187197,113.49676602620411,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,200.970857092251,30.0,67980.20729417018,19.79270582980564,64714.55360643175,64714.55360643175,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
27,2022-03-29T07:43:05,1,FOLLOW,21.84736235684785,113.49603477550174,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,202.49855456826575,30.0,67979.46291721691,20.53708278307388,64714.3203129601,64714.3203129601,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
28,2022-03-29T07:43:06,1,FOLLOW,21.84561695834007,113.49525671558214,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,204.0262520442805,30.0,67978.71854294706,21.281457052921272,64714.08702288399,64714.08702288399,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
29,2022-03-29T07:43:07,1,FOLLOW,21.84389292345399,113.49443239956204,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,205.5539495202953,30.0,67977.97417136059,22.02582863938688,64713.85373620338,64713.85373620338,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
30,2022-03-29T07:43:08,1,FOLLOW,21.842191477792493,113.49356241344124,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,207.08164699631007,30.0,67977.22980245747,22.77019754250976,64713.62045291824,64713.62045291824,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
31,2022-03-29T07:43:09,1,FOLLOW,21.84051383089997,113.49264737568603,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,208.60934447232484,30.0,67976.48543623765,23.51456376232896,64713.3871730285,64713.3871730285,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
32,2022-03-29T07:43:10,1,FOLLOW,21.83886117540246,113.49168793678962,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,210.1370419483396,30.0,67975.7410727011,24.25892729888354,64713.15389653416,64713.15389653416,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
33,2022-03-29T07:43:11,1,FOLLOW,21.8372346861598,113.49068477880957,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,211.6647394243544,30.0,67974.99671184777,25.00328815221255,64712.92062343514,64712.92062343514,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
34,2022-03-29T07:43:12,1,FOLLOW,21.83563551943045,113.48963861488303,20000.0,310.0,412.7687767329601,0.6719151601600988,0.0,213.19243690036916,30.0,67974.25235367763,25.747646322355056,64712.68735373141,64712.68735373141,0.816642871082602,0.0,0.0,220.0,0,0.0,20000.001398513094,CRUISE,CLEAN,CAS,LEVEL,CONSTANT_CAS,HEADING
