time,id,callsign,lat,long,alt,heading,cas,tas,mach,vs,weight,fuel_consumed,bank_angle,trans_alt,accel,drag,esf,thrust,flight_phase,speed_mode,ap_speed_mode
8,1,FOLLOW,21.882866747211708,113.5014989653883,20000.0,175.0,310.0,412.7687767329601,0.6719151601600988,0.0,50993.93793674713,6.062063252869218,0.0,20000.001398513094,0.0,58557.41632360562,0.816642871082602,58557.41632360562,6,1,2
9,0,HEAD,21.967633052457455,113.5549985170981,20000.0,175.0,310.0,412.7687767329601,0.6719151601600988,0.0,50993.2643809941,6.735619005895033,0.0,20000.001398513094,0.0,58557.29756082619,0.816642871082602,58557.29756082619,6,1,2
9,1,FOLLOW,21.880963052457453,113.5016655170981,20000.0,175.0,310.0,412.7687767329601,0.6719151601600988,0.0,50993.2643809941,6.735619005895033,0.0,20000.001398513094,0.0,58557.29756082619,0.816642871082602,58557.29756082619,6,1,2
10,0,HEAD,21.965734474664558,113.5552157624749,20000.0,173.47230252398523,310.0,412.7687767329601,0.6719151601600988,0.0,50992.57359001495,7.426409985042425,-30.0,20000.001398513094,0.0,60055.68616488086,0.816642871082602,60055.68616488086,6,1,2
10,1,FOLLOW,21.879055594063523,113.50178125674063,20000.0,176.52769747601477,310.0,412.7687767329601,0.6719151601600988,0.0,50992.57359001495,7.426409985042425,30.0,20000.001398513094,0.0,60055.68616488086,0.816642871082602,60055.68616488086,6,1,2
11,0,HEAD,21.9638423635171,113.55548354708066,20000.0,171.94460504797047,310.0,412.7687767329601,0.6719151601600988,0.0,50991.88280090378,8.117199096209506,-30.0,20000.001398513094,0.0,60055.523767219755,0.816642871082602,60055.523767219755,6,1,2
11,1,FOLLOW,21.87714572802715,113.50184610203745,20000.0,178.05539495202953,310.0,412.7687767329601,0.6719151601600988,0.0,50991.88280090378,8.117199096209506,30.0,20000.001398513094,0.0,60055.523767219755,0.816642871082602,60055.523767219755,6,1,2
12,0,HEAD,21.961958064102063,113.55580168054938,20000.0,170.4169075719557,310.0,412.7687767329601,0.6719151601600988,0.0,50991.19201366056,8.807986339426632,-30.0,20000.001398513094,0.0,60055.36137219777,0.816642871082602,60055.36137219777,6,1,2
12,1,FOLLOW,21.875234812057126,113.50186000689055,20000.0,179.5830924280443,310.0,412.7687767329601,0.6719151601600988,0.0,50991.19201366056,8.807986339426632,30.0,20000.001398513094,0.0,60055.36137219777,0.816642871082602,60055.36137219777,6,1,2
13,0,HEAD,21.960082915953144,113.55616993672248,20000.0,168.88921009594094,310.0,412.7687767329601,0.6719151601600988,0.0,50990.50122828526,9.49877171472416,-30.0,20000.001398513094,0.0,60055.19897981483,0.816642871082602,60055.19897981483,6,1,2
13,1,FOLLOW,21.87332420460865,113.5018229614151,20000.0,181.11078990405906,310.0,412.7687767329601,0.6719151601600988,0.0,50990.50122828526,9.49877171472416,30.0,20000.001398513094,0.0,60055.19897981483,0.816642871082602,60055.19897981483,6,1,2
14,0,HEAD,21.95821825209847,113.55658805380955,20000.0,167.36151261992617,310.0,412.7687767329601,0.6719151601600988,0.0,50989.81044477785,10.189555222132444,-30.0,20000.001398513094,0.0,60055.036590070944,0.816642871082602,60055.036590070944,6,1,2
14,1,FOLLOW,21.871415263917587,113.50173499194642,20000.0,182.63848738007383,310.0,412.7687767329601,0.6719151601600988,0.0,50989.81044477785,10.189555222132444,30.0,20000.001398513094,0.0,60055.036590070944,0.816642871082602,60055.036590070944,6,1,2
15,0,HEAD,21.95636539811296,113.5570557345744,20000.0,165.8338151439114,310.0,412.7687767329601,0.6719151601600988,0.0,50989.119663138306,10.88033686168184,-30.0,20000.001398513094,0.0,60054.8742029661,0.816642871082602,60054.8742029661,6,1,2
