timestep,timestamp,id,callsign,lat,long,alt,cas,tas,mach,vs,heading,bank_angle,mass,fuel_consumed,thrust,drag,esf,accel,ap_track_angle,ap_heading,ap_nav_index,ap_dist_to_next_fix,trans_alt,flight_phase,configuration,speed_mode,vertical_mode,ap_speed_mode,ap_lateral_mode
10,2022-04-21T09:15:40,0,FULL,22.305186276462496,113.92473462175914,-3352.4109995074414,204.0696905127693,194.78452575330152,0.2906413378883677,3721.211542541819,250.6301555993751,-15.0,63254.99945572919,18.000544270819557,165987.42343281442,40986.14750758767,1.0113444035205892,0.0,250.6301555993751,250.6301555993751,0,12.486933451066491,-3476.544805508728,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
11,2022-04-21T09:15:41,0,FULL,22.30492040176257,113.92385125534808,-3290.485745138759,203.8514859556784,194.78452575330152,0.2906413378883677,3715.515262120945,250.6193291705481,-15.0,63253.29754594829,19.702454051712778,165826.438067996,40966.21720037957,1.0113396233462164,0.0,250.6193291705481,250.6193291705481,0,12.391396564232496,-3414.4295805173992,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
12,2022-04-21T09:15:42,0,FULL,22.30465436516343,113.92296794590666,-3228.6553332657327,203.63374689360973,194.78452575330152,0.2906413378883677,3709.82471238158,250.60842442799515,-15.0,63251.59728617012,21.402713829890555,165665.6692210357,40946.501404626375,1.011334850534225,0.0,250.60842442799515,250.60842442799515,0,12.29585950064151,-3352.4093888922603,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
13,2022-04-21T09:15:43,0,FULL,22.30438816549548,113.92208469388146,-3166.919668228188,203.41647239516345,194.78452575330152,0.2906413378883677,3704.139902252683,250.59744016870803,-15.0,63249.89867417362,23.10132582638408,165505.11678136993,40926.99937255621,1.011330085077046,0.0,250.59744016870803,250.59744016870803,0,12.200322259801055,-3290.484135272969,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
14,2022-04-21T09:15:44,0,FULL,22.3041218015711,113.92120149972617,-3105.2786542190074,203.1996615299846,194.78452575330152,0.2906413378883677,3698.4608405508416,250.5863751615565,-15.0,63248.201707738925,24.798292261081784,165344.78063765378,40907.71035857395,1.0113253269670996,0.0,250.5863751615565,250.5863751615565,0,12.10478484120704,-3228.6537241477863,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
15,2022-04-21T09:15:45,0,FULL,22.303855272184208,113.92031836390171,-3043.7321952859907,202.9833133687804,194.78452575330152,0.2906413378883677,3692.787535981006,250.5752281463993,-15.0,63246.50638464728,26.493615352721392,165184.66067776651,40888.63361925439,1.011320576196795,0.0,250.5752281463993,250.5752281463993,0,12.00924724435043,-3166.9180598567737,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
16,2022-04-21T09:15:46,0,FULL,22.303588576109835,113.9194352868766,-2982.280195333704,202.7674269833136,194.78452575330152,0.2906413378883677,3687.119997137205,250.56399783315956,-15.0,63244.81270268112,28.187297318881992,165024.75678881674,40869.768413335165,1.0113158327585303,0.0,250.56399783315956,250.56399783315956,0,11.913709468706756,-3105.277046593116,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
17,2022-04-21T09:15:47,0,FULL,22.30332171210367,113.91855226912686,-2920.9225581253163,202.5520014464232,194.78452575330152,0.2906413378883677,3681.458232503264,250.552682900881,-15.0,63243.12065962402,29.87934037597619,164865.06885714742,40851.114001709866,1.0113110966446943,0.0,250.552682900881,250.552682900881,0,11.818171513749528,-3043.7305884037023,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
18,2022-04-21T09:15:48,0,FULL,22.3030546789016,113.91766931113646,-2859.659187284424,202.33703583202168,194.78452575330152,0.2906413378883677,3675.8022504535215,250.5412819966979,-15.0,63241.430253260754,31.569746739242305,164705.596768341,40832.6696474211,1.011306367847665,0.0,250.5412819966979,250.5412819966979,0,11.722633378935113,-2982.278589193748,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
19,2022-04-21T09:15:49,0,FULL,22.302787475219205,113.91678641339732,-2798.489986296865,202.12252921510327,194.78452575330152,0.2906413378883677,3670.152059253548,250.52979373484277,-15.0,63239.74148137726,33.25851862273661,164546.34040722493,40814.43461565351,1.01130164635981,0.0,250.52979373484277,250.52979373484277,0,11.627095063714515,-2920.9209527267244,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
20,2022-04-21T09:15:50,0,FULL,22.30252009975131,113.91590357640963,-2737.4148585125176,201.908480671752,194.78452575330152,0.2906413378883677,3664.5076670608296,250.5182166955259,-15.0,63238.05434176068,34.945658239325645,164387.29965787608,40796.40817372692,1.0112969321734868,0.0,250.5182166955259,250.5182166955259,0,11.53155656752451,-2859.6575826260746,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
21,2022-04-21T09:15:51,0,FULL,22.30225255117142,113.91502080068204,-2676.4337071470927,201.69488927914995,194.78452575330152,0.2906413378883677,3658.869081925503,250.5065494238196,-15.0,63236.368832199325,36.63116780067856,164228.47440362646,40778.58959108936,1.0112922252810437,0.0,250.5065494238196,250.5065494238196,0,11.436017889795025,-2798.488382376762,TAKEOFF,TAKEOFF,MACH,CLIMB,CONSTANT_MACH,LNAV
