timestep,timestamp,id,callsign,lat,long,alt,heading,cas,tas,mach,vs,weight,fuel_consumed,bank_angle,trans_alt,accel,drag,esf,thrust,flight_phase,speed_mode,ap_speed_mode
38,2022-03-22T09:12:45,0,HEAD,22.320893615110627,113.45953375905,20000.0,149.83686962821324,310.0,412.7687767329601,0.6719151601600988,0.0,67970.96850453442,29.03149546560056,-30.0,20000.001398513094,0.0,64711.6582794899,0.816642871082602,64711.6582794899,6.0,1,2
39,2022-03-22T09:12:46,0,HEAD,22.319241482312663,113.46049409774405,20000.0,149.831758107065,310.0,412.7687767329601,0.6719151601600988,0.0,67970.22416088419,29.775839115833733,-30.0,20000.001398513094,0.0,64711.42502815979,0.816642871082602,64711.42502815979,6.0,1,2
40,2022-03-22T09:12:47,0,HEAD,22.31758943545649,113.46145458427412,20000.0,149.82663103772336,310.0,412.7687767329601,0.6719151601600988,0.0,67969.47981991689,30.520180083130796,-30.0,20000.001398513094,0.0,64711.19178022475,0.816642871082602,64711.19178022475,6.0,1,2
41,2022-03-22T09:12:48,0,HEAD,22.31593747481756,113.4624152190834,20000.0,149.82148832866284,310.0,412.7687767329601,0.6719151601600988,0.0,67968.73548163248,31.264518367530787,-30.0,20000.001398513094,0.0,64710.958535684695,0.816642871082602,64710.958535684695,6.0,1,2
42,2022-03-22T09:12:49,0,HEAD,22.31428560067299,113.46337600261778,20000.0,149.8163298875526,310.0,412.7687767329601,0.6719151601600988,0.0,67967.99114603094,32.00885396907277,-30.0,20000.001398513094,0.0,64710.72529453962,0.816642871082602,64710.72529453962,6.0,1,2
43,2022-03-22T09:12:50,0,HEAD,22.312633813301577,113.46433693532563,20000.0,149.81115562124538,310.0,412.7687767329601,0.6719151601600988,0.0,67967.24681311222,32.753186887795785,-30.0,20000.001398513094,0.0,64710.49205678944,0.816642871082602,64710.49205678944,6.0,1,2
44,2022-03-22T09:12:51,0,HEAD,22.310982112983822,113.4652980176581,20000.0,149.80596543577,310.0,412.7687767329601,0.6719151601600988,0.0,67966.50248287627,33.49751712373888,-30.0,20000.001398513094,0.0,64710.258822434174,0.816642871082602,64710.258822434174,6.0,1,2
45,2022-03-22T09:12:52,0,HEAD,22.30933050000195,113.46625925006887,20000.0,149.8007592363217,310.0,412.7687767329601,0.6719151601600988,0.0,67965.75815532307,34.24184467694111,-30.0,20000.001398513094,0.0,64710.02559147372,0.816642871082602,64710.02559147372,6.0,1,2
46,2022-03-22T09:12:53,0,HEAD,22.307678974639888,113.46722063301438,20000.0,149.79553692725096,310.0,412.7687767329601,0.6719151601600988,0.0,67965.01383045258,34.98616954744153,-30.0,20000.001398513094,0.0,64709.79236390809,0.816642871082602,64709.79236390809,6.0,1,2
47,2022-03-22T09:12:54,0,HEAD,22.306027537183336,113.46818216695372,20000.0,149.79029841205335,310.0,412.7687767329601,0.6719151601600988,0.0,67964.26950826474,35.73049173527917,-30.0,20000.001398513094,0.0,64709.559139737226,0.816642871082602,64709.559139737226,6.0,1,2
48,2022-03-22T09:12:55,0,HEAD,22.304376187919747,113.46914385234878,20000.0,149.78504359335955,310.0,412.7687767329601,0.6719151601600988,0.0,67963.52518875952,36.474811240493096,-30.0,20000.001398513094,0.0,64709.32591896108,0.816642871082602,64709.32591896108,6.0,1,2
49,2022-03-22T09:12:56,0,HEAD,22.30272492713835,113.47010568966417,20000.0,149.77977237292765,310.0,412.7687767329601,0.6719151601600988,0.0,67962.78087193689,37.21912806312235,-30.0,20000.001398513094,0.0,64709.09270157962,0.816642871082602,64709.09270157962,6.0,1,2
50,2022-03-22T09:12:57,0,HEAD,22.301073755130165,113.47106767936722,20000.0,149.77448465162968,310.0,412.7687767329601,0.6719151601600988,0.0,67962.0365577968,37.96344220320597,-30.0,20000.001398513094,0.0,64708.8594875928,0.816642871082602,64708.8594875928,6.0,1,2
51,2022-03-22T09:12:58,0,HEAD,22.299422672188037,113.4720298219282,20000.0,149.769180329441,310.0,412.7687767329601,0.6719151601600988,0.0,67961.29224633923,38.70775366078301,-30.0,20000.001398513094,0.0,64708.62627700057,0.816642871082602,64708.62627700057,6.0,1,2
52,2022-03-22T09:12:59,0,HEAD,22.29777167860661,113.47299211782008,20000.0,149.76385930543103,310.0,412.7687767329601,0.6719151601600988,0.0,67960.54793756412,39.45206243589252,-30.0,20000.001398513094,0.0,64708.393069802936,0.816642871082602,64708.393069802936,6.0,1,2
53,2022-03-22T09:13:00,0,HEAD,22.296120774682407,113.47395456751872,20000.0,149.75852147775194,310.0,412.7687767329601,0.6719151601600988,0.0,67959.80363147144,40.19636852857354,-30.0,20000.001398513094,0.0,64708.1598659998,0.816642871082602,64708.1598659998,6.0,1,2
54,2022-03-22T09:13:01,0,HEAD,22.294469960713787,113.47491717150297,20000.0,149.75316674362546,310.0,412.7687767329601,0.6719151601600988,0.0,67959.05932806115,40.94067193886512,-30.0,20000.001398513094,0.0,64707.92666559116,0.816642871082602,64707.92666559116,6.0,1,2
55,2022-03-22T09:13:02,0,HEAD,22.292819237000995,113.47587993025438,20000.0,149.74779499933643,310.0,412.7687767329601,0.6719151601600988,0.0,67958.31502733321,41.68497266680629,-30.0,20000.001398513094,0.0,64707.69346857696,0.816642871082602,64707.69346857696,6.0,1,2
56,2022-03-22T09:13:03,0,HEAD,22.291168603846177,113.47684284425762,20000.0,149.74240614021542,310.0,412.7687767329601,0.6719151601600988,0.0,67957.57072928759,42.42927071243611,-30.0,20000.001398513094,0.0,64707.46027495717,0.816642871082602,64707.46027495717,6.0,1,2
57,2022-03-22T09:13:04,0,HEAD,22.289518061553387,113.47780591400024,20000.0,149.73700006063115,310.0,412.7687767329601,0.6719151601600988,0.0,67956.82643392423,43.173566075793616,-30.0,20000.001398513094,0.0,64707.22708473174,0.816642871082602,64707.22708473174,6.0,1,2
58,2022-03-22T09:13:05,0,HEAD,22.287867610428613,113.47876913997275,20000.0,149.73157665397773,310.0,412.7687767329601,0.6719151601600988,0.0,67956.08214124311,43.91785875691786,-30.0,20000.001398513094,0.0,64706.99389790065,0.816642871082602,64706.99389790065,6.0,1,2
59,2022-03-22T09:13:06,0,HEAD,22.28621725077979,113.47973252266875,20000.0,149.72613581266154,310.0,412.7687767329601,0.6719151601600988,0.0,67955.33785124419,44.66214875584787,-30.0,20000.001398513094,0.0,64706.76071446384,0.816642871082602,64706.76071446384,6.0,1,2
60,2022-03-22T09:13:07,0,HEAD,22.284566982916825,113.48069606258484,20000.0,149.72067742808997,310.0,412.7687767329601,0.6719151601600988,0.0,67954.59356392741,45.406436072622704,-30.0,20000.001398513094,0.0,64706.52753442125,0.816642871082602,64706.52753442125,6.0,1,2
