timestep,timestamp,id,callsign,lat,long,alt,heading,cas,tas,mach,vs,weight,fuel_consumed,bank_angle,trans_alt,accel,drag,esf,thrust,flight_phase,speed_mode,ap_speed_mode,ap_track_angle,ap_heading,ap_nav_index
0,2022-03-28T06:42:35,0,HEAD,22.385879422207104,113.4283332453768,20000.0,173.47230252398523,310.0,412.7687767329601,0.6719151601600988,0.0,67999.2555516848,0.7444483152064391,-30.0,20000.001398513094,0.0,64720.52434615379,0.816642871082602,64720.52434615379,6.0,1,2,163.85380641762987,163.85380641762987,1
1,2022-03-28T06:42:36,0,HEAD,22.383987311059645,113.42860102998256,20000.0,171.94460504797047,310.0,412.7687767329601,0.6719151601600988,0.0,67998.51110605405,1.488893945953413,-30.0,20000.001398513094,0.0,64720.290965782544,0.816642871082602,64720.290965782544,6.0,1,2,160.58736164291392,160.58736164291392,2
2,2022-03-28T06:42:37,0,HEAD,22.38210301164461,113.42891916345128,20000.0,170.4169075719557,310.0,412.7687767329601,0.6719151601600988,0.0,67997.76666310773,2.2333368922799903,-30.0,20000.001398513094,0.0,64720.057588807846,0.816642871082602,64720.057588807846,6.0,1,2,150.37568206651804,150.37568206651804,2
3,2022-03-28T06:42:38,0,HEAD,22.38022786349569,113.4292874196244,20000.0,168.88921009594094,310.0,412.7687767329601,0.6719151601600988,0.0,67997.02222284579,2.97777715422524,-30.0,20000.001398513094,0.0,64719.82421522967,0.816642871082602,64719.82421522967,6.0,1,2,150.32188123286414,150.32188123286414,2
4,2022-03-28T06:42:39,0,HEAD,22.37836319964101,113.42970553671144,20000.0,167.36151261992617,310.0,412.7687767329601,0.6719151601600988,0.0,67996.27778526819,3.722214731828229,-30.0,20000.001398513094,0.0,64719.590845047984,0.816642871082602,64719.590845047984,6.0,1,2,150.27141435188688,150.27141435188688,2
5,2022-03-28T06:42:40,0,HEAD,22.376510345655507,113.43017321747632,20000.0,165.8338151439114,310.0,412.7687767329601,0.6719151601600988,0.0,67995.53335037488,4.466649625128027,-30.0,20000.001398513094,0.0,64719.35747826272,0.816642871082602,64719.35747826272,6.0,1,2,150.22433961425037,150.22433961425037,2
6,2022-03-28T06:42:41,0,HEAD,22.37467061871855,113.43069012944837,20000.0,164.30611766789664,310.0,412.7687767329601,0.6719151601600988,0.0,67994.78891816585,5.211081834163699,-30.0,20000.001398513094,0.0,64719.12411487387,0.816642871082602,64719.12411487387,6.0,1,2,150.18071391241634,150.18071391241634,2
7,2022-03-28T06:42:42,0,HEAD,22.37284532667761,113.43125590515896,20000.0,162.77842019188188,310.0,412.7687767329601,0.6719151601600988,0.0,67994.04448864104,5.955511358974313,-30.0,20000.001398513094,0.0,64718.89075488135,0.816642871082602,64718.89075488135,6.0,1,2,150.1405927565274,150.1405927565274,2
8,2022-03-28T06:42:43,0,HEAD,22.37103576711849,113.43187014240254,20000.0,161.2507227158671,310.0,412.7687767329601,0.6719151601600988,0.0,67993.30006180042,6.699938199598934,-30.0,20000.001398513094,0.0,64718.657398285184,0.816642871082602,64718.657398285184,6.0,1,2,150.10403018738066,150.10403018738066,2
9,2022-03-28T06:42:44,0,HEAD,22.369243226442908,113.43253240452272,20000.0,159.72302523985235,310.0,412.7687767329601,0.6719151601600988,0.0,67992.55563764393,7.444362356076627,-30.0,20000.001398513094,0.0,64718.42404508528,0.816642871082602,64718.42404508528,6.0,1,2,150.07107868653597,150.07107868653597,2
