timestep,timestamp,id,callsign,lat,long,alt,heading,cas,tas,mach,vs,weight,fuel_consumed,bank_angle,trans_alt,accel,drag,esf,thrust,flight_phase,speed_mode,ap_speed_mode,ap_track_angle,ap_heading,ap_nav_index
30,2022-03-28T06:43:05,1,FOLLOW,21.842191477792493,113.49356241344124,20000.0,207.08164699631007,310.0,412.7687767329601,0.6719151601600988,0.0,67977.22980245747,22.77019754250976,30.0,20000.001398513094,0.0,64713.62045291824,0.816642871082602,64713.62045291824,6.0,1,2,-80.81245564348889,220.0,20
31,2022-03-28T06:43:06,1,FOLLOW,21.84051383089997,113.49264737568603,20000.0,208.60934447232484,310.0,412.7687767329601,0.6719151601600988,0.0,67976.48543623765,23.51456376232896,30.0,20000.001398513094,0.0,64713.3871730285,0.816642871082602,64713.3871730285,6.0,1,2,-80.81349968778459,220.0,20
32,2022-03-28T06:43:07,1,FOLLOW,21.83886117540246,113.49168793678962,20000.0,210.1370419483396,310.0,412.7687767329601,0.6719151601600988,0.0,67975.7410727011,24.25892729888354,30.0,20000.001398513094,0.0,64713.15389653416,0.816642871082602,64713.15389653416,6.0,1,2,-80.81455374749402,220.0,20
33,2022-03-28T06:43:08,1,FOLLOW,21.8372346861598,113.49068477880957,20000.0,211.6647394243544,310.0,412.7687767329601,0.6719151601600988,0.0,67974.99671184777,25.00328815221255,30.0,20000.001398513094,0.0,64712.92062343514,0.816642871082602,64712.92062343514,6.0,1,2,-80.8156170693575,220.0,20
34,2022-03-28T06:43:09,1,FOLLOW,21.83563551943045,113.48963861488303,20000.0,213.19243690036916,310.0,412.7687767329601,0.6719151601600988,0.0,67974.25235367763,25.747646322355056,30.0,20000.001398513094,0.0,64712.68735373141,0.816642871082602,64712.68735373141,6.0,1,2,-80.81668889373141,220.0,20
35,2022-03-28T06:43:10,1,FOLLOW,21.83406481204951,113.48855018871976,20000.0,214.7201343763839,310.0,412.7687767329601,0.6719151601600988,0.0,67973.50799819063,26.492001809350104,30.0,20000.001398513094,0.0,64712.45408742296,0.816642871082602,64712.45408742296,6.0,1,2,-80.81776845513889,220.0,20
36,2022-03-28T06:43:11,1,FOLLOW,21.832523680620557,113.4874202740734,20000.0,216.24783185239863,310.0,412.7687767329601,0.6719151601600988,0.0,67972.76364538675,27.236354613236745,30.0,20000.001398513094,0.0,64712.2208245097,0.816642871082602,64712.2208245097,6.0,1,2,-80.81885498282399,220.0,20
37,2022-03-28T06:43:12,1,FOLLOW,21.831013220721832,113.48624967419138,20000.0,217.77552932841343,310.0,412.7687767329601,0.6719151601600988,0.0,67972.01929526593,27.98070473405404,30.0,20000.001398513094,0.0,64711.98756499163,0.816642871082602,64711.98756499163,6.0,1,2,-80.81994770130912,220.0,20
38,2022-03-28T06:43:13,1,FOLLOW,21.82953450612745,113.485039221244,20000.0,219.3032268044282,310.0,412.7687767329601,0.6719151601600988,0.0,67971.27494782813,28.725052171841032,30.0,20000.001398513094,0.0,64711.75430886872,0.816642871082602,64711.75430886872,6.0,1,2,-80.82104583095497,220.0,20
39,2022-03-28T06:43:14,1,FOLLOW,21.828070620813985,113.4838108756174,20000.0,220.0,310.0,412.7687767329601,0.6719151601600988,0.0,67970.53060307333,29.46939692663678,30.0,20000.001398513094,0.0,64711.5210561409,0.816642871082602,64711.5210561409,6.0,1,2,-80.82214858852294,220.0,20
40,2022-03-28T06:43:15,1,FOLLOW,21.82660673550052,113.48258252999078,20000.0,220.0,310.0,412.7687767329601,0.6719151601600988,0.0,67969.81688536683,30.183114633135773,0.0,20000.001398513094,0.0,62048.88003130174,0.816642871082602,62048.88003130174,6.0,1,2,-80.82325316088948,220.0,20
41,2022-03-28T06:43:16,1,FOLLOW,21.82514285018705,113.48135418436416,20000.0,220.0,310.0,412.7687767329601,0.6719151601600988,0.0,67969.10316958973,30.89683041023652,0.0,20000.001398513094,0.0,62048.712294115234,0.816642871082602,62048.712294115234,6.0,1,2,-80.82435766866222,220.0,20
42,2022-03-28T06:43:17,1,FOLLOW,21.823678964873576,113.48012583873756,20000.0,220.0,310.0,412.7687767329601,0.6719151601600988,0.0,67968.389455742,31.610544257964506,0.0,20000.001398513094,0.0,62048.54455914348,0.816642871082602,62048.54455914348,6.0,1,2,-80.82546211184031,220.0,20
43,2022-03-28T06:43:18,1,FOLLOW,21.822215079560102,113.47889749311094,20000.0,220.0,310.0,412.7687767329601,0.6719151601600988,0.0,67967.67574382362,32.324256176345195,0.0,20000.001398513094,0.0,62048.37682638646,0.816642871082602,62048.37682638646,6.0,1,2,-80.82656649042288,220.0,20
44,2022-03-28T06:43:19,1,FOLLOW,21.82075119424664,113.47766914748432,20000.0,220.0,310.0,412.7687767329601,0.6719151601600988,0.0,67966.96203383457,33.03796616540407,0.0,20000.001398513094,0.0,62048.20909584414,0.816642871082602,62048.20909584414,6.0,1,2,-80.82767080440907,220.0,20
